id,score_date,customer_age_sales_interaction,utilization_ratio,combined_plus,discount_category,seat_utilisation_result,target,category_sale_Negative,category_sale_Neutral,category_sale_Positive,subscription_renewal
JMAN_9611076,2023-02-17,15,1.0,2.0,1,0,1,0,0,1,13
JMAN_2462757,2023-02-24,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_9328421,2023-03-17,14,1.0,2.0,1,0,1,0,0,1,13
JMAN_11249333,2023-03-03,6,1.0,2.0,1,0,1,0,0,1,13
JMAN_9311958,2023-02-24,14,1.0,2.0,1,0,1,0,0,1,13
JMAN_9014882,2023-03-31,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2458137,2023-03-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9026918,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_9361784,2023-01-13,13,1.0,2.0,1,0,1,0,0,1,13
JMAN_16719774,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_11762688,2023-03-31,4,1.0,2.0,1,0,1,0,0,1,13
JMAN_9032079,2023-03-24,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_9118267,2023-02-17,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_10429945,2023-02-17,6,1.0,2.0,1,1,1,0,0,1,13
JMAN_10303029,2023-03-03,8,1.0,3.0,1,0,1,0,0,1,13
JMAN_9022517,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_2464661,2023-03-03,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2437417,2023-01-20,17,0.4,2.0,1,0,1,0,0,1,13
JMAN_2481518,2023-03-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2461046,2023-02-17,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_9001024,2023-03-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2476321,2023-03-03,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_14459683,2023-02-10,0,1.0,,1,1,1,1,0,0,13
JMAN_9089265,2023-03-17,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_2446292,2023-02-17,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_9100265,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2474690,2023-03-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2457731,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_18410413,2023-03-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2331419,2023-03-31,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9449275,2023-03-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9898535,2023-01-20,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_9898535,2023-03-24,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2481547,2023-01-27,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2448264,2023-01-20,16,1.1111111111111112,2.0,1,0,1,0,0,1,13
JMAN_9747161,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_2438346,2023-01-13,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_10179474,2023-01-13,0,1.0,0.0,1,0,0,1,0,0,3
JMAN_18410384,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_18410813,2023-03-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2444091,2023-03-31,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2456787,2023-03-31,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9039356,2023-03-24,16,1.0,3.0,1,0,1,0,0,1,13
JMAN_9021253,2023-01-20,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_11272416,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9015562,2023-01-13,0,1.0,0.0,1,0,0,1,0,0,9
JMAN_2446890,2023-03-31,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2338685,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2453223,2023-03-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2448716,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9008932,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_18410841,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2482605,2023-03-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9173832,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_18410793,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_18409944,2023-02-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2441230,2023-02-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9999715,2023-03-17,10,1.0,2.0,1,0,1,0,0,1,13
JMAN_2483165,2023-02-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9019035,2023-01-27,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9449275,2023-01-27,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2473799,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_9004478,2023-02-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9182542,2023-03-17,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_9028182,2023-03-31,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2469850,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9003424,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_11618371,2023-02-10,0,1.0,,1,1,1,1,0,0,13
JMAN_12452245,2023-02-10,0,0.25,,1,1,1,1,0,0,13
JMAN_9032443,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9396302,2023-03-17,14,1.0,2.0,1,1,1,0,0,1,13
JMAN_9084076,2023-03-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9018227,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9174983,2023-01-27,16,1.0,3.0,1,0,1,0,0,1,13
JMAN_2482561,2023-03-17,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2457215,2023-01-27,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_9173832,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_2429072,2023-02-17,13,1.0,2.0,1,0,1,0,0,1,13
JMAN_2474276,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9525135,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2483165,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_2475116,2023-03-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9086153,2023-01-20,15,1.0,3.0,1,0,1,0,0,1,13
JMAN_16358561,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_10348982,2023-03-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9309647,2023-03-10,0,1.0357142857142858,,1,0,1,1,0,0,13
JMAN_2454663,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_2453592,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_9361784,2023-03-03,14,1.0,2.0,1,0,1,0,0,1,13
JMAN_2445795,2023-03-17,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2469170,2023-01-27,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_2469170,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_2481898,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2478786,2023-01-20,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_9396302,2023-02-24,14,1.0,2.0,1,1,1,0,0,1,13
JMAN_9182744,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9020722,2023-03-03,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_9079368,2023-02-24,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_2396226,2023-01-27,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2479438,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9008538,2023-03-31,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9003648,2023-03-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_18410841,2023-01-13,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2468349,2023-01-06,0,1.0,,1,1,1,1,0,0,13
JMAN_2429072,2023-02-24,13,1.0,2.0,1,0,1,0,0,1,13
JMAN_2446861,2023-03-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_16157568,2023-02-10,0,1.0,,1,1,1,1,0,0,13
JMAN_18409554,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2472287,2023-01-27,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_9032834,2023-01-20,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_9406927,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_17088061,2023-03-31,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9016394,2023-01-13,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_10715453,2023-03-03,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2463159,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_11200796,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_14450264,2023-01-20,5,1.0,2.0,1,0,1,0,0,1,13
JMAN_2458404,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_9001140,2023-03-31,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_18351475,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_2481280,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9329562,2023-01-20,14,1.0,2.0,1,0,1,0,0,1,13
JMAN_2445669,2023-01-20,0,1.0,1.0,1,1,1,0,1,0,13
JMAN_9022859,2023-03-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2438486,2023-01-13,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_10739656,2023-03-03,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9441150,2023-01-20,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9003316,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_16222667,2023-03-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9031253,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_18391388,2023-03-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2463468,2023-03-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2474033,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9328421,2023-02-24,14,1.0,2.0,1,0,1,0,0,1,13
JMAN_11879688,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9006660,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2431752,2023-01-13,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_9002990,2023-01-20,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2468349,2023-01-27,13,1.0,2.0,1,0,1,0,0,1,13
JMAN_9668954,2023-02-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2469030,2023-03-03,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_18362423,2023-01-20,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2472287,2023-02-24,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_9410413,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_10715453,2023-03-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2481205,2023-02-17,16,1.0,3.0,1,0,1,0,0,1,13
JMAN_18409955,2023-02-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2453360,2023-03-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2448129,2023-03-24,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_2472417,2023-03-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_11762688,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2449786,2023-02-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_10188921,2023-02-17,10,1.0,2.0,1,0,0,0,0,1,10
JMAN_2481518,2023-02-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9585745,2023-03-31,13,1.0,3.0,1,0,1,0,0,1,13
JMAN_2451462,2023-03-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2469556,2023-02-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2450463,2023-03-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2459391,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_2398184,2023-01-20,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2477792,2023-01-13,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_2476067,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_9018253,2023-02-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9029729,2023-02-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2463460,2023-02-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_10747452,2023-03-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_17740171,2023-03-03,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2441230,2023-03-31,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_18362423,2023-03-31,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9016561,2023-03-17,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_13717602,2023-03-24,3,1.0,2.0,1,0,1,0,0,1,13
JMAN_9005027,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9037385,2023-03-03,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9471486,2023-03-31,12,1.0,2.0,1,0,1,0,0,1,13
JMAN_18390982,2023-02-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_16719774,2023-03-24,17,1.0,2.0,1,1,1,0,0,1,13
JMAN_2464819,2023-02-24,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_2472663,2023-01-13,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9000187,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_2473775,2023-03-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9129318,2023-01-20,15,1.0,3.0,1,0,1,0,0,1,13
JMAN_18351475,2023-02-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9047481,2023-03-17,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_18409550,2023-03-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9601250,2023-03-31,13,1.0,2.0,1,0,1,0,0,1,13
JMAN_9004146,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9970803,2023-03-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2452473,2023-02-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_10059360,2023-02-24,10,1.0,3.0,1,0,1,0,0,1,13
JMAN_9121993,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2451147,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9003371,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_476335,2023-03-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2473750,2023-02-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9043466,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2473033,2023-02-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2451026,2023-03-24,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_9393166,2023-02-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2434832,2023-03-31,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2449949,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_9603377,2023-01-13,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2476991,2023-03-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2373631,2023-01-13,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2453592,2023-03-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9009075,2023-03-31,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_10069485,2023-01-20,14,1.0,2.0,1,0,1,0,0,1,13
JMAN_9037476,2023-03-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9206753,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2444091,2023-03-17,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_9015562,2023-01-20,0,1.0,0.0,1,0,0,1,0,0,9
JMAN_2390976,2023-01-27,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9524662,2023-03-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9018509,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_18409953,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_2357251,2023-01-20,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2456605,2023-03-31,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2474696,2023-02-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2471987,2023-01-20,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2429072,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_9038279,2023-03-10,0,1.0,,1,0,0,1,0,0,10
JMAN_9019035,2023-03-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2453701,2023-02-24,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_18410369,2023-02-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_18409955,2023-03-03,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2453592,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9002379,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9003291,2023-02-17,0,1.0,0.0,1,0,0,1,0,0,8
JMAN_2438346,2023-03-31,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9004544,2023-02-17,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2466569,2023-03-17,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_11618371,2023-03-24,5,1.0,2.0,1,1,1,0,0,1,13
JMAN_18409956,2023-03-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2459119,2023-03-03,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2481392,2023-02-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2478786,2023-03-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9032443,2023-03-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2444091,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_18411228,2023-01-20,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2476321,2023-03-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2455695,2023-02-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9027650,2023-03-31,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9441150,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_10445041,2023-03-24,9,1.0,2.0,1,0,1,0,0,1,13
JMAN_9014071,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2375471,2023-03-31,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9005620,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_9157238,2023-03-03,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_18410841,2023-03-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2452751,2023-03-03,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_10703891,2023-01-27,8,1.0,2.0,1,0,1,0,0,1,13
JMAN_2479861,2023-01-20,14,1.0,2.0,1,0,1,0,0,1,13
JMAN_9018059,2023-02-17,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_2479627,2023-01-20,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9038496,2023-03-10,0,1.0,,1,1,1,1,0,0,13
JMAN_9023646,2023-01-13,15,1.0,2.0,1,0,1,0,0,1,13
JMAN_9026908,2023-01-27,17,0.5,2.0,1,1,0,0,0,1,4
JMAN_18410824,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_9396302,2023-01-13,13,1.0,2.0,1,0,1,0,0,1,13
JMAN_9084076,2023-01-27,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2390976,2023-02-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_16222667,2023-01-20,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2482561,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_2464667,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_2474033,2023-03-03,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9498051,2023-03-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2429072,2023-03-17,13,1.0,2.0,1,0,1,0,0,1,13
JMAN_2452274,2023-02-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_18362448,2023-03-03,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2483165,2023-01-13,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9004072,2023-01-20,16,1.0,3.0,1,0,1,0,0,1,13
JMAN_9021826,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_18410369,2023-02-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9024511,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_10377531,2023-03-17,9,1.0,2.0,1,0,1,0,0,1,13
JMAN_10097075,2023-02-24,27,1.0,2.0,1,0,1,0,0,1,13
JMAN_18390989,2023-01-13,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_10936108,2023-03-24,7,1.0,2.0,1,0,1,0,0,1,13
JMAN_9017780,2023-02-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_18410839,2023-01-13,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_18409952,2023-03-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2325725,2023-02-24,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2439784,2023-03-31,0,2.0,0.0,1,0,1,1,0,0,13
JMAN_9043466,2023-01-20,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_18278892,2023-01-13,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_2476016,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9492699,2023-02-17,11,1.125,2.0,1,0,1,0,0,1,13
JMAN_2476200,2023-03-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_10069632,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_16871480,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9824831,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2472635,2023-02-17,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_10048042,2023-03-03,10,0.5555555555555556,3.0,0,1,1,0,0,1,13
JMAN_9045452,2023-03-10,0,1.0,,1,1,1,1,0,0,13
JMAN_9272385,2023-01-13,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_9272385,2023-02-24,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_9810546,2023-03-24,27,1.0,2.0,1,1,1,0,0,1,13
JMAN_14450264,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_9970803,2023-01-27,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9002536,2023-03-24,16,1.0,3.0,1,0,1,0,0,1,13
JMAN_10188921,2023-01-06,0,1.0,,1,0,0,1,0,0,10
JMAN_9206753,2023-03-17,15,1.0,2.0,1,0,1,0,0,1,13
JMAN_2466310,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_11327980,2023-02-17,6,1.0,2.0,1,0,1,0,0,1,13
JMAN_10410810,2023-03-03,9,1.0,2.0,1,0,1,0,0,1,13
JMAN_2262012,2023-03-03,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_10059360,2023-02-17,10,1.0,3.0,1,0,1,0,0,1,13
JMAN_2481501,2023-01-13,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_14142262,2023-03-17,3,1.0,2.0,1,0,1,0,0,1,13
JMAN_2478212,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9357539,2023-01-27,0,1.0,0.0,1,0,0,1,0,0,5
JMAN_9003371,2023-01-06,0,1.6,,1,0,1,1,0,0,13
JMAN_1286382,2023-03-03,25,1.0,3.0,1,0,1,0,0,1,13
JMAN_2445549,2023-01-13,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_18409963,2023-02-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9033523,2023-01-13,13,1.0,3.0,1,0,1,0,0,1,13
JMAN_11200796,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_18390982,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_9023149,2023-01-27,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_18410406,2023-01-20,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9203571,2023-03-31,15,1.0,3.0,1,0,1,0,0,1,13
JMAN_2469551,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_9003225,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_9031935,2023-03-03,16,1.25,2.0,1,1,1,0,0,1,13
JMAN_2480227,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_2467010,2023-02-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_17630843,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_2435848,2023-03-17,16,1.0,3.0,1,0,1,0,0,1,13
JMAN_16079210,2023-01-13,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2459852,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2439655,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9150028,2023-02-10,0,1.0,,1,0,0,1,0,0,9
JMAN_2468132,2023-03-31,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2465119,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9036481,2023-01-20,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9018253,2023-02-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2462569,2023-01-13,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2439784,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_2482561,2023-01-13,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2481216,2023-03-31,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2452632,2023-01-13,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2446468,2023-03-17,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_9014743,2023-03-03,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_9006660,2023-03-17,16,1.0,3.0,1,0,1,0,0,1,13
JMAN_2431752,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9059722,2023-03-03,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_18005774,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_18410409,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9028641,2023-03-31,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9332838,2023-02-24,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2458864,2023-01-27,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2472601,2023-01-13,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9309647,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_15274158,2023-01-06,0,6.0,,1,0,0,1,0,0,5
JMAN_2449672,2023-03-03,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2461723,2023-02-03,0,1.0,,1,0,1,1,0,0,13
